layer,kv,win_primary,win3_primary,diffuse_primary,margin_3,margin_10,margin_25,margin_50,facility_3,kcenter_3,keydiff_cen_3,keydiff_unc_3,logdet_cen_3,facility_10,kcenter_10,keydiff_cen_10,keydiff_unc_10,logdet_cen_10,facility_25,kcenter_25,keydiff_cen_25,keydiff_unc_25,logdet_cen_25,facility_50,kcenter_50,keydiff_cen_50,keydiff_unc_50,logdet_cen_50,PR,spectral_tail,outlier_fraction,clusteredness
3,0,facility,facility,0,0.0187,0.0408,0.0816,0.3370,0.0778,0.0965,2.1595,0.0685,0.0633,0.1281,0.1689,2.3089,0.1444,0.1120,0.2042,0.2858,3.3337,0.2701,0.2001,0.4972,0.8342,0.7274,0.5274,0.3852,11.1190,0.7914,0.0170,0.1578
3,1,kcenter,kcenter,0,0.0016,0.0026,0.0034,0.0139,0.0169,0.0152,1.6735,0.0171,0.0155,0.0393,0.0367,2.1555,0.0433,0.0445,0.0839,0.0873,3.1261,0.0916,0.0994,0.3624,0.3764,6.2912,0.1951,0.4136,17.8428,0.8355,0.0004,0.1322
3,2,kcenter,kcenter,0,0.0026,0.0077,0.0037,0.0017,0.0126,0.0100,1.4387,0.0081,0.0099,0.0273,0.0195,1.6646,0.0199,0.0214,0.0364,0.0327,2.0143,0.0351,0.0351,0.1449,0.1432,0.1499,0.0884,0.0872,11.7327,0.7539,0.0054,0.2001
3,3,kcenter,kcenter,0,0.0005,0.0014,0.0049,0.0010,0.0096,0.0091,2.0447,0.0043,0.0043,0.0196,0.0182,2.5198,0.0124,0.0116,0.0876,0.0828,8.3273,0.0711,0.0630,0.1029,0.1018,7.8293,0.0829,0.0642,16.8789,0.8148,0.0038,0.1476
3,4,kcenter,kcenter,0,0.0181,0.0278,0.0617,0.2743,0.1368,0.1187,2.1593,0.0979,0.1088,0.1934,0.1656,2.1513,0.1542,0.1641,0.1885,0.2502,1.4479,0.1717,0.1732,0.4521,0.7264,0.4002,0.2944,0.2820,10.9972,0.7529,0.0028,0.1948
3,5,kcenter,kcenter,0,0.0013,0.0043,0.0014,0.0031,0.0570,0.0558,2.8439,0.0463,0.0558,0.0893,0.0850,2.8298,0.0750,0.0811,0.2046,0.2032,4.5740,0.1604,0.1678,0.3842,0.3810,0.2580,0.2181,0.2012,16.3566,0.8180,0.0119,0.1455
3,6,kcenter,kcenter,0,0.0039,0.0076,0.0113,0.0133,0.0132,0.0093,1.4974,0.0150,0.0095,0.0249,0.0173,1.6796,0.0302,0.0315,0.0870,0.0756,7.2114,0.1604,0.1765,0.2114,0.1980,13.0689,0.2215,0.2334,22.2200,0.8367,0.0077,0.1335
3,7,kcenter,kcenter,0,0.0020,0.0070,0.0065,0.0063,0.0202,0.0183,1.2269,0.0099,0.0165,0.0450,0.0380,1.8338,0.0228,0.0231,0.1706,0.1641,6.6763,0.0890,0.0919,0.3156,0.3093,0.1294,0.0986,0.1005,15.7395,0.7999,0.0009,0.1597
4,0,kcenter,kcenter,0,0.1796,0.0090,0.0487,0.3065,0.2694,0.0898,1.3803,0.0568,0.0729,0.1390,0.1480,1.8067,0.0844,0.1295,0.2316,0.2803,1.7204,0.1245,0.2049,0.6092,0.9157,0.2827,0.2473,0.3851,15.5218,0.8173,0.0142,0.1355
4,1,kcenter,kcenter,0,0.0164,0.0236,0.0100,0.0077,0.0615,0.0451,1.9570,0.0174,0.0183,0.1504,0.1268,3.1593,0.0415,0.0408,0.1856,0.1757,2.7921,0.0481,0.0460,0.5479,0.5402,3.8159,0.1114,0.1019,19.1070,0.8253,0.0029,0.1368
4,2,facility,facility,0,0.0001,0.0032,0.0040,0.0078,0.0502,0.0503,1.2992,0.0211,0.0206,0.1158,0.1126,2.1953,0.0575,0.0509,0.2231,0.2191,1.3467,0.1079,0.0962,0.6803,0.6726,0.2608,0.2550,0.2124,13.1621,0.7780,0.0330,0.1636
4,3,kcenter,kcenter,0,0.0019,0.0072,0.0230,0.0016,0.0968,0.0949,2.1498,0.1104,0.0943,0.1458,0.1530,2.4201,0.1710,0.1669,0.2600,0.2831,0.7504,0.2419,0.2471,0.4843,0.4859,0.2822,0.2514,0.2667,28.6445,0.9068,0.0085,0.0647
4,4,kcenter,kcenter,0,0.0030,0.0051,0.0039,0.0136,0.0428,0.0398,2.1204,0.0106,0.0120,0.0760,0.0709,2.7537,0.0262,0.0285,0.2094,0.2055,5.7740,0.0919,0.0955,0.2105,0.1969,3.9647,0.0829,0.0867,33.3894,0.8987,0.0030,0.0794
4,5,facility,facility,0,0.0303,0.0469,0.0468,0.0670,0.1576,0.1879,2.1256,0.0480,0.0582,0.2066,0.2535,1.9518,0.0572,0.0755,0.2477,0.2945,0.5305,0.0560,0.0689,0.3983,0.4654,0.0437,0.0530,0.0663,15.6400,0.8343,0.0219,0.1216
4,6,kcenter,kcenter,0,0.0495,0.0644,0.0937,0.2897,0.3021,0.2526,1.6083,0.0980,0.0957,0.3028,0.3672,1.7576,0.1434,0.1417,0.3296,0.4233,0.7673,0.1420,0.1465,0.5799,0.8696,0.2462,0.1802,0.2127,15.0528,0.8374,0.0146,0.1209
4,7,kcenter,kcenter,0,0.5390,0.0044,0.0278,0.0329,0.5976,0.0586,2.3143,0.0836,0.0561,0.1247,0.1291,3.0669,0.1389,0.1702,0.3191,0.3468,5.0360,0.2529,0.3049,0.7914,0.8242,5.3985,0.3702,0.3723,34.0445,0.8986,0.0007,0.0779
5,0,facility,facility,0,0.0200,0.0205,0.0301,0.0311,0.0205,0.0405,1.6890,0.0166,0.0177,0.0368,0.0573,1.5749,0.0268,0.0273,0.0754,0.1055,1.8773,0.0335,0.0401,0.1397,0.1709,0.0579,0.0281,0.0543,16.7732,0.8002,0.0018,0.1589
5,1,facility,facility,0,0.0247,0.0261,0.0545,0.1253,0.1312,0.1559,1.6626,0.1070,0.1343,0.1761,0.2022,1.7725,0.1481,0.1685,0.2390,0.2935,1.6783,0.1971,0.2372,0.7749,0.9002,0.5846,0.4543,0.5513,26.9191,0.8841,0.0047,0.0890
5,2,facility,facility,0,0.0130,0.0310,0.0871,0.1237,0.0982,0.1112,1.5075,0.0851,0.0901,0.1502,0.1812,1.5205,0.1079,0.1316,0.2303,0.3174,0.1393,0.1446,0.1871,0.4191,0.5428,0.1759,0.1804,0.2036,18.6261,0.8366,0.0421,0.1174
5,3,kcenter,kcenter,0,0.0042,0.0122,0.0096,0.0184,0.1213,0.1172,1.6743,0.0586,0.0766,0.1530,0.1407,1.6488,0.0635,0.0914,0.1916,0.1819,2.0440,0.0791,0.1126,0.4020,0.3836,0.1704,0.1395,0.1801,24.7785,0.8662,0.0008,0.1049
5,4,kcenter,kcenter,0,0.0041,0.0076,0.0032,0.0050,0.0367,0.0326,1.6117,0.0082,0.0317,0.0464,0.0388,1.2990,0.0125,0.0178,0.0503,0.0471,0.0298,0.0157,0.0261,0.2409,0.2358,0.1810,0.0699,0.1482,16.5308,0.8063,0.0100,0.1586
5,5,facility,facility,0,0.0709,0.0941,0.1853,0.2866,0.0416,0.1125,1.4968,0.0267,0.0283,0.0732,0.1673,1.5532,0.0398,0.0431,0.1974,0.3827,1.6741,0.0714,0.0844,0.5336,0.8202,0.1199,0.0877,0.1235,20.4940,0.8375,0.0084,0.1248
5,6,kcenter,kcenter,0,0.9657,0.0168,0.0005,0.0972,1.0527,0.0870,1.2777,0.0653,0.0885,0.1216,0.1048,1.4110,0.0635,0.1096,0.1189,0.1194,1.2012,0.0489,0.1064,0.2311,0.3283,0.0761,0.0696,0.1444,29.8958,0.8888,0.0167,0.0845
5,7,kcenter,kcenter,0,0.5183,0.0038,0.0587,0.4598,0.7238,0.2055,1.2872,0.1664,0.1910,0.2744,0.2706,1.2449,0.1967,0.2537,0.3170,0.3757,0.1886,0.1986,0.2677,0.6643,1.1241,0.3015,0.2707,0.4467,17.5185,0.8463,0.0054,0.1128
6,0,kcenter,kcenter,0,0.8612,0.0086,0.0058,0.0139,1.0082,0.1470,1.8308,0.1325,0.1502,0.2308,0.2223,2.0468,0.1942,0.2189,0.2910,0.2852,2.4319,0.2271,0.2843,0.7485,0.7346,6.5187,0.4582,0.6081,39.8169,0.9319,0.0056,0.0519
6,1,facility,facility,0,0.0005,0.0016,0.0049,0.0011,0.0436,0.0440,1.6783,0.0196,0.0220,0.0710,0.0725,1.5952,0.0310,0.0345,0.2332,0.2381,2.9971,0.0734,0.0841,0.5585,0.5596,0.1158,0.1075,0.1165,24.1207,0.8641,0.0035,0.1040
6,2,kcenter,kcenter,0,0.2961,0.0915,0.1897,0.2410,0.5249,0.2289,1.7747,0.1610,0.1687,0.2129,0.3044,2.0292,0.1866,0.2521,0.3667,0.5563,3.5442,0.3147,0.4415,0.5863,0.8272,1.6753,0.3921,0.5905,28.9339,0.8808,0.0014,0.0868
6,3,kcenter,kcenter,0,0.0041,0.0081,0.0089,0.0027,0.0702,0.0661,1.4642,0.0163,0.0355,0.0949,0.0868,1.5349,0.0231,0.0228,0.1208,0.1118,1.7143,0.0292,0.0265,0.3465,0.3439,0.1020,0.0605,0.0633,17.5112,0.8099,0.0029,0.1500
6,4,kcenter,kcenter,0,0.0193,0.0147,0.0081,0.0017,0.1419,0.1226,1.4122,0.0308,0.0800,0.1358,0.1211,1.4197,0.0205,0.0547,0.1765,0.1684,0.0314,0.0182,0.0487,0.3143,0.3125,0.0149,0.0207,0.0372,13.4498,0.8036,0.0502,0.1390
6,5,kcenter,kcenter,0,0.6100,0.0329,0.1645,0.3987,0.9254,0.3154,1.3172,0.1169,0.1969,0.3843,0.4173,1.4283,0.1010,0.2253,0.5451,0.7097,0.3527,0.1051,0.2652,0.5936,0.9923,0.0853,0.0786,0.1790,14.8996,0.8239,0.0046,0.1315
6,6,kcenter,kcenter,0,0.0045,0.0037,0.0138,0.0089,0.0841,0.0796,1.6944,0.0926,0.0898,0.1810,0.1773,2.2493,0.2042,0.1905,0.2867,0.3005,1.6777,0.3036,0.2904,0.6017,0.6106,0.4997,0.4374,0.4572,21.0746,0.8564,0.0027,0.1135
6,7,kcenter,kcenter,0,0.0012,0.0027,0.0012,0.0036,0.0516,0.0504,1.6473,0.0424,0.0508,0.0739,0.0712,1.6980,0.0519,0.0669,0.1053,0.1065,1.9732,0.0608,0.0808,0.4766,0.4802,0.2102,0.1819,0.2413,27.9176,0.8720,0.0030,0.0958
7,0,kcenter,kcenter,0,0.0051,0.0118,0.0525,0.3395,0.1177,0.1126,0.9300,0.0555,0.0755,0.1751,0.1633,1.1293,0.0809,0.1034,0.4104,0.3579,0.5540,0.1708,0.2326,0.8549,0.5153,0.2714,0.2102,0.3058,25.0488,0.8694,0.0063,0.0983
7,1,kcenter,kcenter,0,0.6584,0.0400,0.0605,0.1526,0.9597,0.3013,1.5374,0.2148,0.2662,0.2858,0.3257,1.5187,0.2034,0.3167,0.2996,0.3601,0.2361,0.1584,0.2964,0.4683,0.6208,0.1611,0.1382,0.3317,21.4132,0.8644,0.0027,0.0967
7,2,kcenter,kcenter,0,0.1063,0.0080,0.0106,0.0026,0.1983,0.0919,1.5656,0.0804,0.0921,0.1422,0.1343,1.5429,0.1039,0.1356,0.2150,0.2044,0.1982,0.1178,0.1856,0.4564,0.4589,0.2231,0.1506,0.3282,23.8318,0.8834,0.0032,0.0862
7,3,kcenter,kcenter,0,0.6528,0.0036,0.0672,0.3212,0.9186,0.2658,1.7966,0.2237,0.2594,0.3572,0.3536,1.9291,0.2357,0.3039,0.5375,0.6046,1.6102,0.2795,0.3968,0.9123,1.2335,0.2873,0.2821,0.4675,19.9729,0.8620,0.0036,0.1005
7,4,kcenter,kcenter,0,0.6232,0.0338,0.0298,0.0198,0.9657,0.3425,1.5299,0.2405,0.2144,0.2463,0.2801,1.5014,0.3284,0.2991,0.3095,0.3393,1.7076,0.3996,0.3412,0.4548,0.4746,2.7313,0.4201,0.3431,33.3359,0.9371,0.0220,0.0463
7,5,kcenter,kcenter,0,0.8123,0.0328,0.0212,0.0451,0.9787,0.1665,1.7870,0.1892,0.2040,0.2485,0.2157,1.6671,0.2432,0.2662,0.2769,0.2557,0.8666,0.2859,0.3318,0.5931,0.5480,0.6233,0.5317,0.6049,27.1295,0.8922,0.0070,0.0825
7,6,kcenter,kcenter,0,0.1360,0.0414,0.0409,0.0887,0.2600,0.1239,1.3536,0.0418,0.0463,0.2082,0.1668,1.3123,0.0509,0.0573,0.2818,0.2409,0.7538,0.0541,0.0603,0.6349,0.5461,0.0770,0.0632,0.0737,21.9460,0.8595,0.0036,0.1061
7,7,facility,facility,0,0.3697,0.4044,0.0032,0.0102,0.3098,0.6795,1.1341,0.1164,0.1271,0.3610,0.7654,1.3333,0.1246,0.1438,0.1731,0.1698,0.3257,0.1150,0.1242,0.1658,0.1556,0.0980,0.0995,0.1051,19.3532,0.8559,0.0188,0.1053
8,0,kcenter,kcenter,0,0.9776,0.0427,0.0415,0.0231,1.0948,0.1172,1.6806,0.1143,0.1260,0.1796,0.1369,1.5832,0.1153,0.1436,0.2525,0.2110,2.0845,0.1403,0.1771,0.6755,0.6524,4.6912,0.2329,0.3454,35.0515,0.9125,0.0026,0.0656
8,1,kcenter,kcenter,0,0.7051,0.0074,0.0086,0.0011,0.9708,0.2657,1.3157,0.2394,0.2678,0.3187,0.3113,1.2692,0.2232,0.3477,0.3055,0.2969,0.3296,0.1608,0.3271,0.5742,0.5731,0.2359,0.2103,0.5019,31.0635,0.8896,0.0023,0.0805
8,2,facility,facility,0,0.0043,0.0051,0.0139,0.0009,0.1690,0.1734,2.0051,0.1319,0.1351,0.2941,0.2992,2.2323,0.2097,0.2159,0.3609,0.3747,1.0679,0.1849,0.1965,0.5982,0.5973,0.1695,0.1839,0.1901,22.2946,0.8616,0.0047,0.1063
8,3,kcenter,kcenter,0,0.6275,0.0101,0.0677,0.0675,0.9006,0.2731,1.1018,0.2048,0.2892,0.4079,0.3978,0.2094,0.2294,0.4010,0.5836,0.6513,0.2168,0.2482,0.5287,0.7500,0.6825,0.1124,0.1574,0.4159,16.4862,0.8383,0.0092,0.1193
8,4,facility,facility,0,0.1676,0.3213,0.5774,0.8813,0.3413,0.5089,1.4631,0.2285,0.2108,0.5295,0.8508,2.4241,0.4361,0.3539,0.8875,1.4649,4.4384,0.7204,0.6315,1.1169,1.9982,1.2746,0.6471,0.6795,12.7405,0.7771,0.0167,0.1648
8,5,kcenter,kcenter,0,0.0418,0.0769,0.2040,0.1903,0.1864,0.1445,1.2126,0.0934,0.1011,0.1641,0.2410,0.5484,0.1383,0.1727,0.3884,0.5924,0.3582,0.3067,0.3882,0.6102,0.8005,0.3700,0.3168,0.4360,21.9255,0.8680,0.0045,0.0982
8,6,facility,facility,0,0.0985,0.0973,0.0048,0.0026,0.2386,0.3371,1.8293,0.0368,0.0398,0.2981,0.3954,1.6620,0.0519,0.0584,0.0791,0.0743,1.6998,0.0624,0.0717,0.0866,0.0840,0.0845,0.0665,0.0754,22.4384,0.8689,0.0019,0.0988
8,7,facility,facility,0,0.0000,0.0007,0.0014,0.0013,0.0253,0.0253,1.4860,0.0140,0.0147,0.0473,0.0480,1.4819,0.0233,0.0258,0.0950,0.0964,0.8252,0.0352,0.0395,0.2802,0.2815,0.0795,0.0605,0.0629,21.9104,0.8446,0.0202,0.1162
9,0,kcenter,kcenter,0,0.2057,0.0958,0.0951,0.1663,0.3302,0.1244,1.7212,0.1342,0.1213,0.2709,0.1751,1.4812,0.1817,0.1787,0.3244,0.2293,0.5595,0.2090,0.2177,0.5558,0.3895,0.2709,0.2664,0.2900,21.3291,0.8724,0.0117,0.0873
9,1,kcenter,kcenter,0,0.5123,0.0250,0.0289,0.2509,0.8191,0.3068,1.3147,0.2345,0.3084,0.4199,0.3949,0.9460,0.2487,0.3671,0.4562,0.4274,0.2468,0.2031,0.3779,1.3279,1.0770,0.2556,0.2305,0.5329,22.5716,0.8767,0.0042,0.0884
9,2,kcenter,kcenter,0,0.3993,0.0670,0.1235,0.5848,0.6736,0.2742,1.6576,0.2327,0.2802,0.3727,0.3058,0.9681,0.2796,0.3079,0.3978,0.2744,0.2163,0.2167,0.2394,1.2880,0.7032,0.3322,0.3422,0.3918,24.5179,0.8726,0.0114,0.0920
9,3,kcenter,kcenter,0,0.4527,0.0184,0.0060,0.0370,0.9087,0.4560,1.1936,0.2910,0.4020,0.5297,0.5113,0.5744,0.3298,0.4246,0.5598,0.5657,0.2506,0.2883,0.4025,0.7828,0.7458,0.1921,0.2242,0.3644,25.6700,0.8825,0.0031,0.0818
9,4,kcenter,kcenter,0,0.3557,0.1881,0.3597,0.8957,0.6373,0.2815,0.4137,0.1428,0.2915,0.5290,0.3408,0.1222,0.1226,0.2297,0.7156,0.3559,0.0884,0.0947,0.1922,1.3863,0.4907,0.0590,0.0747,0.1634,17.5142,0.8203,0.0210,0.1310
9,5,kcenter,kcenter,0,0.7707,0.1225,0.1105,0.4958,0.9941,0.2234,1.4502,0.2209,0.2380,0.3991,0.2766,1.5021,0.2422,0.3545,0.4416,0.3311,1.6140,0.2601,0.4206,1.1424,0.6467,0.5121,0.4653,0.7459,29.6414,0.8954,0.0083,0.0732
9,6,kcenter,kcenter,0,0.7954,0.0042,0.0117,0.0091,1.0071,0.2116,1.8051,0.2245,0.2255,0.2958,0.2916,1.9577,0.2825,0.3201,0.2833,0.2717,1.6235,0.2690,0.3136,0.6158,0.6067,1.0254,0.5147,0.6150,28.7295,0.9055,0.0103,0.0662
9,7,kcenter,kcenter,0,0.6309,0.0271,0.0039,0.1292,0.9633,0.3324,1.4580,0.3134,0.3137,0.3653,0.3382,1.4579,0.3250,0.3749,0.3910,0.3872,1.2141,0.3017,0.4203,0.5259,0.6551,0.4128,0.3275,0.5563,32.3438,0.9139,0.0030,0.0615
10,0,kcenter,kcenter,0,0.6526,0.0110,0.0195,0.0821,0.9075,0.2549,1.2154,0.2032,0.2348,0.2944,0.3054,1.2555,0.2284,0.2818,0.3220,0.3416,0.2244,0.2123,0.2798,0.4385,0.5205,0.1624,0.2020,0.2681,21.0053,0.8771,0.0068,0.0898
10,1,kcenter,kcenter,0,0.8441,0.0405,0.0841,0.4398,1.1174,0.2733,0.4255,0.0763,0.1170,0.2720,0.3126,0.1253,0.0822,0.1354,0.3702,0.4543,0.0898,0.1164,0.1835,0.7097,1.1494,0.1120,0.1626,0.2166,25.9637,0.8767,0.0104,0.0907
10,2,kcenter,kcenter,0,0.7196,0.4611,0.4133,0.3650,0.9433,0.2237,1.2526,0.2207,0.2376,0.7298,0.2687,1.2708,0.2368,0.2986,0.7172,0.3039,1.5056,0.2236,0.3066,0.7561,0.3911,1.0894,0.1849,0.2743,36.0647,0.9233,0.0009,0.0556
10,3,kcenter,kcenter,0,0.0089,0.0115,0.0212,0.0428,0.1178,0.1090,1.7937,0.0386,0.1104,0.1515,0.1400,1.8230,0.0584,0.0662,0.2681,0.2468,2.4043,0.1127,0.1260,0.3393,0.2965,0.1322,0.1178,0.1276,31.8357,0.8889,0.0099,0.0795
10,4,kcenter,kcenter,0,0.1541,0.2723,0.0650,0.0063,0.7969,0.6428,1.2622,0.1469,0.2805,0.4278,0.7001,0.1721,0.1114,0.2471,0.3527,0.2878,0.0981,0.1019,0.1867,0.2949,0.2886,0.0588,0.0773,0.1346,16.7698,0.8488,0.0415,0.1066
10,5,kcenter,kcenter,0,0.7391,0.9392,0.7796,0.6663,0.9072,0.1681,1.3296,0.2150,0.1747,1.1768,0.2376,1.3136,0.2189,0.3194,1.1514,0.3718,1.3090,0.2157,0.3740,1.4568,0.7906,0.2515,0.2161,0.4453,32.2606,0.8993,0.0025,0.0725
10,6,kcenter,kcenter,0,0.7849,0.2797,0.2438,0.1866,1.0552,0.2703,1.4768,0.2934,0.2812,0.5587,0.2790,1.4934,0.2780,0.3774,0.5598,0.3160,1.7759,0.2475,0.3825,0.5484,0.3619,0.4550,0.1718,0.2642,26.9047,0.8922,0.0020,0.0752
10,7,facility,facility,0,0.0480,0.0452,0.1014,0.1846,0.5279,0.5759,1.1521,0.0883,0.0985,0.5648,0.6100,1.2453,0.1037,0.1216,0.7799,0.8813,0.1357,0.1419,0.1716,1.8199,2.0045,0.2023,0.2568,0.2921,20.7415,0.8627,0.0159,0.0998
11,0,kcenter,kcenter,0,0.6058,0.0395,0.0274,0.0182,0.8926,0.2867,1.5057,0.2432,0.2583,0.3551,0.3946,0.5360,0.3303,0.3333,0.5058,0.4784,0.5457,0.3992,0.4475,0.6249,0.6066,0.5780,0.4039,0.4824,17.6701,0.8622,0.0153,0.0914
11,1,kcenter,kcenter,0,0.4689,0.0075,0.0589,0.1583,0.7598,0.2909,1.3200,0.2113,0.2677,0.3866,0.3791,0.6804,0.2770,0.3320,0.5506,0.6095,0.3726,0.3766,0.4823,0.5829,0.7412,0.2776,0.2887,0.4165,25.7072,0.8810,0.0088,0.0813
11,2,kcenter,kcenter,0,0.5068,0.1766,0.1286,0.3950,0.6484,0.1416,1.3531,0.1099,0.1400,0.3958,0.2191,0.7973,0.1780,0.1712,0.4395,0.3109,0.5951,0.2294,0.2313,0.7318,0.3368,0.2377,0.2070,0.2106,31.5558,0.9045,0.0099,0.0689
11,3,kcenter,kcenter,0,0.6623,0.1103,0.0049,0.0237,0.8615,0.1992,1.2020,0.2045,0.1883,0.3759,0.2657,1.1812,0.2861,0.2825,0.2823,0.2872,0.5012,0.3239,0.3279,0.5104,0.5341,0.5434,0.5407,0.5454,32.7656,0.9099,0.0120,0.0626
11,4,kcenter,kcenter,0,0.0087,0.0736,0.0946,0.1111,0.2654,0.2567,1.6295,0.1705,0.1871,0.2501,0.3237,1.6542,0.2388,0.2341,0.2961,0.3907,0.7588,0.2461,0.2492,0.5514,0.6626,0.3066,0.3178,0.3228,29.8794,0.9002,0.0033,0.0730
11,5,kcenter,kcenter,0,0.0052,0.0632,0.0657,0.0139,0.8837,0.8785,1.5694,0.6544,0.7332,0.7704,0.7072,1.5138,0.6517,0.7140,0.7837,0.7179,1.2616,0.5680,0.6592,0.8091,0.7951,0.7131,0.4390,0.5125,32.3665,0.9193,0.0004,0.0552
11,6,kcenter,kcenter,0,0.0658,0.0251,0.0033,0.0062,0.2241,0.1583,0.9414,0.0845,0.0991,0.1596,0.1847,0.6977,0.0975,0.1105,0.1595,0.1562,0.0909,0.1103,0.1252,0.2511,0.2450,0.1235,0.1635,0.1766,18.0701,0.8298,0.0244,0.1170
11,7,kcenter,kcenter,0,0.6383,0.0280,0.0125,0.1818,0.9485,0.3102,1.4181,0.2613,0.3085,0.3751,0.3470,1.4581,0.3049,0.3838,0.4963,0.4838,0.8301,0.3934,0.4979,0.8472,0.6653,0.3918,0.3812,0.5607,24.1214,0.8828,0.0040,0.0838
12,0,kcenter,kcenter,0,0.0007,0.0006,0.0105,0.0140,0.0727,0.0720,1.4975,0.0862,0.0869,0.1334,0.1340,1.9074,0.1438,0.1490,0.2175,0.2280,0.8346,0.2010,0.1984,0.8318,0.8459,0.6779,0.6555,0.6182,23.8814,0.8608,0.0074,0.1042
12,1,kcenter,kcenter,0,0.7334,0.0156,0.0202,0.0500,1.0166,0.2832,1.4905,0.1274,0.1232,0.1629,0.1784,1.4503,0.1780,0.1889,0.2258,0.2460,1.7301,0.2209,0.2421,0.7663,0.8162,6.7020,0.5545,0.6162,32.0582,0.9397,0.0176,0.0432
12,2,kcenter,kcenter,0,0.5563,0.0453,0.0831,0.3266,0.9179,0.3615,1.4251,0.3540,0.3721,0.4121,0.3668,1.3782,0.3601,0.4218,0.4471,0.3640,1.6999,0.3704,0.4278,0.7569,0.4303,2.4897,0.3293,0.4338,30.9711,0.9200,0.0040,0.0546
12,3,kcenter,kcenter,0,0.6740,0.0586,0.0869,0.1752,1.0287,0.3547,1.6021,0.2237,0.3065,0.3620,0.4206,1.7721,0.2704,0.3014,0.3390,0.4260,0.7938,0.2405,0.2739,0.4208,0.5959,0.2430,0.2298,0.2849,27.8889,0.8881,0.0022,0.0747
12,4,kcenter,kcenter,0,0.3111,0.1223,0.0235,0.0225,0.8261,0.5150,1.7190,0.4267,0.5150,0.7121,0.5897,1.7547,0.4484,0.5324,0.6346,0.6580,1.1218,0.4378,0.5499,1.1253,1.1028,0.8119,0.4146,0.6352,25.7373,0.8933,0.0037,0.0726
12,5,kcenter,kcenter,0,0.5728,0.1532,0.0219,0.4231,0.9608,0.3881,1.4031,0.3002,0.3813,0.6111,0.4578,1.5241,0.3671,0.4320,0.5836,0.5618,1.7748,0.3871,0.4962,1.3405,0.9174,1.1815,0.4259,0.6631,23.7287,0.8855,0.0045,0.0783
12,6,kcenter,kcenter,0,0.4188,0.1783,0.0183,0.1684,0.8997,0.4809,1.4187,0.4350,0.4995,0.7005,0.5222,1.3256,0.4599,0.5214,0.5553,0.5735,0.8845,0.4172,0.4940,0.6257,0.7941,0.4160,0.3823,0.4829,23.7462,0.8763,0.0033,0.0850
12,7,kcenter,kcenter,0,0.8019,0.1551,0.0725,0.2566,1.0799,0.2780,1.5694,0.2286,0.2785,0.4561,0.3010,1.2212,0.2429,0.3099,0.3794,0.3069,0.3554,0.2477,0.3230,0.6844,0.4278,0.3100,0.2964,0.3890,31.6686,0.9058,0.0050,0.0665
13,0,kcenter,kcenter,0,0.1124,0.0400,0.0490,0.0967,0.4141,0.3017,1.4265,0.2243,0.2953,0.3939,0.3539,0.6880,0.2679,0.3476,0.6176,0.5686,0.3332,0.3843,0.4747,0.8983,0.8016,0.2782,0.3520,0.4703,22.6820,0.8664,0.0181,0.0958
13,1,kcenter,kcenter,0,0.5476,0.1793,0.0177,0.0475,0.9228,0.3752,1.7561,0.3663,0.3633,0.6161,0.4368,1.9397,0.4431,0.4061,0.4247,0.4423,2.0197,0.4240,0.3884,0.4857,0.5333,1.0716,0.3828,0.3654,29.4987,0.9082,0.0005,0.0624
13,2,kcenter,kcenter,0,0.3009,0.0093,0.0417,0.0852,0.5625,0.2616,1.0574,0.1535,0.2351,0.4502,0.4409,0.2255,0.2424,0.3752,0.5660,0.5243,0.1699,0.2470,0.3996,1.0466,0.9614,0.2041,0.3215,0.5454,21.9709,0.8623,0.0145,0.0931
13,3,kcenter,kcenter,0,0.7262,0.3715,0.0266,0.1516,1.1704,0.4442,1.4580,0.1210,0.1389,0.6498,0.2783,0.5724,0.1872,0.2141,0.3585,0.3318,0.2881,0.1906,0.2208,0.9942,0.8426,0.4200,0.3084,0.4377,26.0193,0.8833,0.0057,0.0821
13,4,kcenter,kcenter,0,0.6055,0.1801,0.1123,0.0341,0.9266,0.3212,1.3462,0.2181,0.2466,0.5982,0.4181,0.7453,0.2777,0.3148,0.4280,0.5403,0.2947,0.3357,0.3931,0.7356,0.7015,0.3124,0.3882,0.5347,22.4198,0.8638,0.0052,0.0904
13,5,kcenter,kcenter,0,0.6188,0.0189,0.0576,0.1550,0.8851,0.2663,1.2537,0.2151,0.2690,0.3548,0.3737,1.1511,0.2927,0.3740,0.4360,0.4936,0.3694,0.3178,0.4410,0.7995,0.9544,0.3896,0.4143,0.6091,24.7945,0.8850,0.0086,0.0809
13,6,kcenter,kcenter,0,0.6595,0.1456,0.0559,0.1352,1.1192,0.4597,1.3521,0.3227,0.3557,0.6590,0.5135,1.0874,0.3824,0.4031,0.5822,0.6381,0.6828,0.4273,0.4932,0.6876,0.8228,0.3521,0.3888,0.4609,24.8594,0.8866,0.0015,0.0761
13,7,kcenter,kcenter,0,0.8208,0.7497,0.5218,0.4800,0.9633,0.1425,1.4849,0.1117,0.1340,0.9358,0.1861,1.4295,0.1223,0.1588,0.7593,0.2375,0.8790,0.1144,0.1494,0.9354,0.4554,0.1303,0.1309,0.1708,36.8296,0.9134,0.0204,0.0581
